arm_id,task,timestep,reward,success,runtime,cost,steps,log_path
explorer,task_m13,33,1.0,1,48.9,0.04541265,11,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_explorer_trial0_2026-06-30T16-22-42Z_FULL.jsonl
explorer,task_m14,34,0.0,0,180.0,0.05012835,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_explorer_trial0_2026-06-30T16-22-42Z_FULL.jsonl
explorer,task_m15,35,0.0,0,82.8,0.07229955,16,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_explorer_trial0_2026-06-30T16-22-42Z_FULL.jsonl
explorer,task_m16,36,0.0,0,28.1,0.0196671,6,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_explorer_trial0_2026-06-30T16-22-42Z_FULL.jsonl
explorer,task_m17,37,0.0,0,28.6,0.021117,6,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_explorer_trial0_2026-06-30T16-22-42Z_FULL.jsonl
explorer,task_m18,38,1.0,1,114.0,0.0628026,20,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_explorer_trial0_2026-06-30T16-22-42Z_FULL.jsonl
explorer,task_m19,39,0.0,0,19.5,0.0176544,5,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_explorer_trial0_2026-06-30T16-22-42Z_FULL.jsonl
explorer,task_m20,40,1.0,1,19.3,0.017271150000000002,5,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_explorer_trial0_2026-06-30T16-22-42Z_FULL.jsonl
balanced,task_e1,1,1.0,1,22.9,0.015998850000000002,4,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_e2,2,1.0,1,38.0,0.01964985,8,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_e3,3,1.0,1,16.7,0.01555395,4,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_e4,4,0.0,0,49.3,0.010046550000000001,7,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_e5,5,1.0,1,85.7,0.06298590000000001,21,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_e6,6,0.0,0,94.8,0.020942850000000002,12,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_e7,7,1.0,1,49.0,0.03526605,11,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_e8,8,1.0,1,26.4,0.016719450000000004,7,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_e9,9,1.0,1,25.4,0.01762515,5,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_e10,10,0.0,0,180.0,0.08261204999999999,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_e11,11,0.0,0,180.0,0.06958515,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_e12,12,1.0,1,49.1,0.043996350000000004,11,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_e13,13,1.0,1,28.9,0.0313485,8,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_e14,14,1.0,1,18.8,0.018080400000000003,5,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_e15,15,1.0,1,18.6,0.02050665,5,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_e16,16,1.0,1,28.3,0.0196476,7,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_e17,17,1.0,1,31.9,0.030125400000000004,9,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_e18,18,0.0,0,180.0,0.05664254999999999,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_e19,19,0.0,0,180.0,0.05245559999999999,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_e20,20,1.0,1,25.7,0.021378599999999998,6,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_m1,21,0.0,0,107.2,0.05403404999999999,21,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_m2,22,1.0,1,51.1,0.03452145,10,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_m3,23,1.0,1,18.1,0.017314950000000003,4,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_m4,24,1.0,1,61.2,0.028303799999999997,13,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_m5,25,0.0,0,180.0,0.0644436,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_m6,26,1.0,1,19.1,0.0176304,5,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_m7,27,0.0,0,117.6,0.05517810000000001,19,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_m8,28,0.0,0,180.0,0.044589149999999994,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_m9,29,0.0,0,75.4,0.013123199999999998,11,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_m10,30,0.0,0,180.0,0.063927,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_m11,31,0.0,0,180.0,0.0778782,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_m12,32,0.0,0,74.9,0.0103398,7,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_m13,33,0.0,0,180.0,0.055423200000000006,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_m14,34,0.0,0,170.4,0.04801245,25,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_m15,35,1.0,1,23.9,0.021435600000000003,6,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_m16,36,0.0,0,62.0,0.01796325,10,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_m17,37,1.0,1,88.3,0.027940950000000003,14,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_m18,38,1.0,1,129.0,0.04291965000000001,21,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_m19,39,0.0,0,48.2,0.02151195,8,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
balanced,task_m20,40,1.0,1,18.5,0.018324899999999998,5,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_balanced_trial0_2026-06-30T17-22-40Z_FULL.jsonl
overthinker,task_e1,1,1.0,1,30.3,0.015412949999999998,5,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_e2,2,1.0,1,67.7,0.02201865,14,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_e3,3,1.0,1,54.1,0.014727299999999999,9,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_e4,4,0.0,0,47.5,0.0094578,7,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_e5,5,1.0,1,64.6,0.02279145,13,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_e6,6,1.0,1,116.1,0.0282864,17,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_e7,7,0.0,0,40.9,0.0135147,8,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_e8,8,1.0,1,53.2,0.01983345,12,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_e9,9,1.0,1,36.9,0.018315449999999997,8,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_e10,10,0.0,0,180.0,0.0630063,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_e11,11,0.0,0,74.9,0.01982385,14,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_e12,12,1.0,1,15.0,0.01552845,4,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_e13,13,1.0,1,97.0,0.02998035,15,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_e14,14,1.0,1,20.0,0.0195939,5,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_e15,15,1.0,1,17.7,0.02567925,5,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_e16,16,1.0,1,23.1,0.023590200000000006,6,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_e17,17,0.0,0,48.2,0.00996105,7,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_e18,18,1.0,1,173.0,0.056020650000000005,37,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_e19,19,0.0,0,180.0,0.06160049999999999,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_e20,20,1.0,1,54.9,0.0237201,9,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_m1,21,1.0,1,77.0,0.02402445,14,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_m2,22,1.0,1,41.6,0.027357,9,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_m3,23,1.0,1,28.0,0.0180237,5,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_m4,24,0.0,0,55.5,0.017635200000000004,8,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_m5,25,0.0,0,104.5,0.040425600000000006,20,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_m6,26,1.0,1,33.5,0.01866315,6,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_m7,27,1.0,1,22.3,0.018695100000000003,5,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_m8,28,0.0,0,74.1,0.010180050000000001,7,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_m9,29,0.0,0,180.0,0.050505,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_m10,30,0.0,0,180.0,0.043308299999999994,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_m11,31,0.0,0,180.0,0.04822575,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_m12,32,0.0,0,45.6,0.0100518,7,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_m13,33,1.0,1,107.5,0.04312725,22,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_m14,34,0.0,0,111.2,0.03403035,20,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_m15,35,0.0,0,42.5,0.0275823,9,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_m16,36,0.0,0,35.7,0.0191709,6,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_m17,37,0.0,0,180.0,0.06368775,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_m18,38,1.0,1,166.9,0.06501150000000001,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_m19,39,0.0,0,28.3,0.0195057,6,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
overthinker,task_m20,40,1.0,1,30.8,0.0195654,7,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_overthinker_trial0_2026-06-30T18-29-52Z_FULL.jsonl
rapid,task_e1,1,1.0,1,14.9,0.015804600000000002,4,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_e2,2,1.0,1,23.5,0.01799535,7,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_e3,3,0.0,0,41.0,0.030754349999999996,10,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_e4,4,1.0,1,18.1,0.0205881,5,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_e5,5,1.0,1,27.0,0.0245655,8,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_e6,6,1.0,1,35.1,0.028970850000000003,9,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_e7,7,1.0,1,21.4,0.021705000000000002,6,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_e8,8,1.0,1,16.9,0.01608615,5,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_e9,9,1.0,1,20.7,0.016622400000000002,5,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_e10,10,0.0,0,180.0,0.09543239999999997,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_e11,11,1.0,1,70.1,0.053777099999999994,15,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_e12,12,1.0,1,13.5,0.015245700000000001,4,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_e13,13,1.0,1,30.4,0.040575450000000006,9,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_e14,14,1.0,1,17.8,0.0186411,5,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_e15,15,1.0,1,23.8,0.025783799999999996,7,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_e16,16,1.0,1,19.5,0.0174936,6,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_e17,17,1.0,1,59.9,0.02709705,13,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_e18,18,1.0,1,33.4,0.0276357,9,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_e19,19,0.0,0,26.5,0.0222786,6,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_e20,20,1.0,1,25.5,0.017733150000000003,5,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_m1,21,1.0,1,20.8,0.01700265,5,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_m2,22,1.0,1,60.7,0.04111935,13,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_m3,23,1.0,1,17.3,0.01651845,4,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_m4,24,1.0,1,34.8,0.034135650000000003,9,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_m5,25,0.0,0,98.5,0.05048955,18,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_m6,26,1.0,1,17.9,0.0176781,5,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_m7,27,0.0,0,90.6,0.0375747,11,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_m8,28,1.0,1,143.1,0.0521085,23,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_m9,29,1.0,1,110.5,0.05038199999999999,20,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_m10,30,0.0,0,167.2,0.050279550000000006,31,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_m11,31,0.0,0,180.0,0.050111249999999996,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_m12,32,0.0,0,98.7,0.03076275,17,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_m13,33,1.0,1,20.8,0.0233151,6,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_m14,34,0.0,0,180.0,0.0790218,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_m15,35,0.0,0,20.0,0.0185169,5,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_m16,36,1.0,1,29.2,0.033177750000000006,8,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_m17,37,0.0,0,35.6,0.021513900000000002,8,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_m18,38,1.0,1,48.7,0.03243285,11,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_m19,39,0.0,0,32.9,0.0181074,6,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
rapid,task_m20,40,1.0,1,18.6,0.01821615,5,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_rapid_trial0_2026-06-30T19-33-04Z_FULL.jsonl
verifier,task_e1,1,1.0,1,17.1,0.01698735,4,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_verifier_trial0_2026-06-30T20-22-13Z_FULL.jsonl
verifier,task_e2,2,1.0,1,23.9,0.02456835,6,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_verifier_trial0_2026-06-30T20-22-13Z_FULL.jsonl
verifier,task_e3,3,1.0,1,17.9,0.015996450000000002,4,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_verifier_trial0_2026-06-30T20-22-13Z_FULL.jsonl
verifier,task_e4,4,1.0,1,19.5,0.02158365,5,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_verifier_trial0_2026-06-30T20-22-13Z_FULL.jsonl
verifier,task_e5,5,0.0,0,180.0,0.052662299999999995,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_verifier_trial0_2026-06-30T20-22-13Z_FULL.jsonl
verifier,task_e6,6,0.0,0,180.0,0.05164695,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_verifier_trial0_2026-06-30T20-22-13Z_FULL.jsonl
verifier,task_e7,7,1.0,1,98.6,0.05562645000000001,17,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_verifier_trial0_2026-06-30T20-22-13Z_FULL.jsonl
verifier,task_e8,8,1.0,1,64.3,0.020785949999999997,13,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_verifier_trial0_2026-06-30T20-22-13Z_FULL.jsonl
verifier,task_e9,9,1.0,1,19.8,0.018974400000000002,5,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_verifier_trial0_2026-06-30T20-22-13Z_FULL.jsonl
verifier,task_e10,10,0.0,0,180.0,0.07741545,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_verifier_trial0_2026-06-30T20-22-13Z_FULL.jsonl
verifier,task_e11,11,1.0,1,74.5,0.028156050000000002,12,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_verifier_trial0_2026-06-30T20-22-13Z_FULL.jsonl
verifier,task_e12,12,0.0,0,68.2,0.020020950000000003,8,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_verifier_trial0_2026-06-30T20-22-13Z_FULL.jsonl
verifier,task_e13,13,1.0,1,40.9,0.032044050000000004,10,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_verifier_trial0_2026-06-30T20-22-13Z_FULL.jsonl
verifier,task_e14,14,1.0,1,21.7,0.0263136,6,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_verifier_trial0_2026-06-30T20-22-13Z_FULL.jsonl
verifier,task_e15,15,1.0,1,55.4,0.03275355,13,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_verifier_trial0_2026-06-30T20-22-13Z_FULL.jsonl
verifier,task_e16,16,1.0,1,21.0,0.0200901,6,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_verifier_trial0_2026-06-30T20-22-13Z_FULL.jsonl
verifier,task_e17,17,1.0,1,85.8,0.049767450000000005,17,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_verifier_trial0_2026-06-30T20-22-13Z_FULL.jsonl
verifier,task_e18,18,0.0,0,180.0,0.0563463,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_verifier_trial0_2026-06-30T20-22-13Z_FULL.jsonl
verifier,task_e19,19,0.0,0,180.0,0.08386185,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_verifier_trial0_2026-06-30T20-22-13Z_FULL.jsonl
verifier,task_e20,20,1.0,1,30.7,0.0258846,8,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_verifier_trial0_2026-06-30T20-22-13Z_FULL.jsonl
verifier,task_m1,21,0.0,0,180.0,0.05889615000000001,30,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_verifier_trial0_2026-06-30T20-22-13Z_FULL.jsonl
verifier,task_m2,22,1.0,1,131.1,0.04478070000000001,21,results/gitlab_strong_arm/paired/logs/gitlab_strong_paired_verifier_trial0_2026-06-30T20-22-13Z_FULL.jsonl
