[2026-07-03T12:16:56-0700] watchdog starting interval=60s stale=600s
[2026-07-03T12:16:56-0700] runner active pids=[23022, 23024, 23029]; freshness=0s; completed=0/2; current=top-level
[2026-07-03T15:12:31-0700] runner active pids=[50353, 50354, 50355]; freshness=1s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:13:31-0700] runner active pids=[50353, 50354, 50355]; freshness=11s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:14:31-0700] runner active pids=[50353, 50354, 50355]; freshness=0s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:15:31-0700] runner active pids=[50353, 50354, 50355]; freshness=4s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:16:31-0700] runner active pids=[50353, 50354, 50355]; freshness=4s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:17:31-0700] runner active pids=[50353, 50354, 50355]; freshness=21s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:18:31-0700] runner active pids=[50353, 50354, 50355]; freshness=10s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:19:31-0700] runner active pids=[50353, 50354, 50355]; freshness=7s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:20:31-0700] runner active pids=[50353, 50354, 50355]; freshness=1s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:21:32-0700] runner active pids=[50353, 50354, 50355]; freshness=3s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:22:32-0700] runner active pids=[50353, 50354, 50355]; freshness=0s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:23:32-0700] runner active pids=[50353, 50354, 50355]; freshness=2s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:24:32-0700] runner active pids=[50353, 50354, 50355]; freshness=0s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:25:32-0700] runner active pids=[50353, 50354, 50355]; freshness=9s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:26:32-0700] runner active pids=[50353, 50354, 50355]; freshness=0s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:27:32-0700] runner active pids=[50353, 50354, 50355]; freshness=4s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:28:32-0700] runner active pids=[50353, 50354, 50355]; freshness=25s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:29:32-0700] runner active pids=[50353, 50354, 50355]; freshness=85s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:30:33-0700] runner active pids=[50353, 50354, 50355]; freshness=145s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:31:33-0700] runner active pids=[50353, 50354, 50355]; freshness=205s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:32:33-0700] runner active pids=[50353, 50354, 50355]; freshness=265s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:33:33-0700] runner active pids=[50353, 50354, 50355]; freshness=325s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:34:33-0700] runner active pids=[50353, 50354, 50355]; freshness=386s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:35:33-0700] runner active pids=[50353, 50354, 50355]; freshness=446s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:36:33-0700] runner active pids=[50353, 50354, 50355]; freshness=506s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:37:33-0700] runner active pids=[50353, 50354, 50355]; freshness=566s; completed=0/2; current=gitlab_strong_allocation_uniform_budget160_rep0
[2026-07-03T15:38:33-0700] stale runner detected age=626s pids=[50353, 50354, 50355]; terminating and resuming
[2026-07-03T15:38:39-0700] launched resume session=gitlab_alloc_resume_orm_budget160_rep0_159 job=gitlab_strong_allocation_uniform_budget160_rep0 next_t=159 merged=/Users/sanjay/projects/BerkeleyProjects/Research/IanWaudbySmith/coldStartPrompts/results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_MERGED_SO_FAR.jsonl
[2026-07-03T15:39:39-0700] merged gitlab_strong_allocation_uniform_budget160_rep0 FULL log: /Users/sanjay/projects/BerkeleyProjects/Research/IanWaudbySmith/coldStartPrompts/results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_uniform_budget160_rep0_trial0_2026-07-03T19-17-07Z_FULL.jsonl rows=160 successes=69
[2026-07-03T15:39:39-0700] no runner active; starting allocation runner; completed=1/2
[2026-07-03T15:39:39-0700] launched allocation runner session=gitlab_generic_oracle_160_continue
[2026-07-03T15:40:39-0700] runner active pids=[62471, 62472, 62473]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T15:41:39-0700] runner active pids=[62471, 62472, 62473]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T15:51:24-0700] runner active pids=[62471, 62472, 62473]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T15:52:24-0700] runner active pids=[62471, 62472, 62473]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T15:56:24-0700] runner active pids=[62471, 62472, 62473]; freshness=229s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T15:58:46-0700] runner active pids=[62471, 62472, 62473]; freshness=103s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:00:06-0700] runner active pids=[62471, 62472, 62473]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:01:06-0700] runner active pids=[62471, 62472, 62473]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:02:06-0700] runner active pids=[62471, 62472, 62473]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:03:07-0700] runner active pids=[62471, 62472, 62473]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:04:07-0700] runner active pids=[62471, 62472, 62473]; freshness=3s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:05:07-0700] runner active pids=[62471, 62472, 62473]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:06:07-0700] runner active pids=[62471, 62472, 62473]; freshness=3s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:07:07-0700] runner active pids=[62471, 62472, 62473]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:08:07-0700] runner active pids=[62471, 62472, 62473]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:09:07-0700] runner active pids=[62471, 62472, 62473]; freshness=11s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:10:07-0700] runner active pids=[62471, 62472, 62473]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:11:07-0700] runner active pids=[62471, 62472, 62473]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:12:08-0700] runner active pids=[62471, 62472, 62473]; freshness=3s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:13:08-0700] runner active pids=[62471, 62472, 62473]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:14:08-0700] runner active pids=[62471, 62472, 62473]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:15:08-0700] runner active pids=[62471, 62472, 62473]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:16:08-0700] runner active pids=[62471, 62472, 62473]; freshness=3s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:17:08-0700] runner active pids=[62471, 62472, 62473]; freshness=4s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:18:08-0700] runner active pids=[62471, 62472, 62473]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:19:08-0700] runner active pids=[62471, 62472, 62473]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:20:08-0700] runner active pids=[62471, 62472, 62473]; freshness=12s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:21:09-0700] runner active pids=[62471, 62472, 62473]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:22:09-0700] runner active pids=[62471, 62472, 62473]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:23:09-0700] runner active pids=[62471, 62472, 62473]; freshness=5s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:24:09-0700] runner active pids=[62471, 62472, 62473]; freshness=10s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:25:09-0700] runner active pids=[62471, 62472, 62473]; freshness=5s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:26:09-0700] runner active pids=[62471, 62472, 62473]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:27:09-0700] runner active pids=[62471, 62472, 62473]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:28:09-0700] runner active pids=[62471, 62472, 62473]; freshness=30s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:29:09-0700] runner active pids=[62471, 62472, 62473]; freshness=90s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:30:09-0700] runner active pids=[62471, 62472, 62473]; freshness=151s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:31:10-0700] runner active pids=[62471, 62472, 62473]; freshness=211s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:32:10-0700] runner active pids=[62471, 62472, 62473]; freshness=271s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:33:10-0700] runner active pids=[62471, 62472, 62473]; freshness=331s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:34:10-0700] runner active pids=[62471, 62472, 62473]; freshness=391s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:35:10-0700] runner active pids=[62471, 62472, 62473]; freshness=451s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:36:10-0700] runner active pids=[62471, 62472, 62473]; freshness=511s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:37:10-0700] runner active pids=[62471, 62472, 62473]; freshness=571s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:38:10-0700] stale runner detected age=631s pids=[62471, 62472, 62473]; terminating and resuming
[2026-07-03T16:38:16-0700] launched resume session=gitlab_alloc_resume_ast_budget160_rep0_30 job=gitlab_strong_allocation_spruce_fast_budget160_rep0 next_t=30 merged=/Users/sanjay/projects/BerkeleyProjects/Research/IanWaudbySmith/coldStartPrompts/results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_spruce_fast_budget160_rep0_trial0_2026-07-03T22-39-51Z_MERGED_SO_FAR.jsonl
[2026-07-03T16:39:16-0700] runner active pids=[70397, 70398, 70399]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:40:16-0700] runner active pids=[70397, 70398, 70399]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:41:16-0700] runner active pids=[70397, 70398, 70399]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:42:16-0700] runner active pids=[70397, 70398, 70399]; freshness=3s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:43:16-0700] runner active pids=[70397, 70398, 70399]; freshness=5s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:44:16-0700] runner active pids=[70397, 70398, 70399]; freshness=10s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:45:17-0700] runner active pids=[70397, 70398, 70399]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:46:17-0700] runner active pids=[70397, 70398, 70399]; freshness=6s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:47:17-0700] runner active pids=[70397, 70398, 70399]; freshness=4s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:48:17-0700] runner active pids=[70397, 70398, 70399]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:49:17-0700] runner active pids=[70397, 70398, 70399]; freshness=6s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:50:17-0700] runner active pids=[70397, 70398, 70399]; freshness=10s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:51:17-0700] runner active pids=[70397, 70398, 70399]; freshness=5s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:52:17-0700] runner active pids=[70397, 70398, 70399]; freshness=3s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:53:17-0700] runner active pids=[70397, 70398, 70399]; freshness=15s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:54:18-0700] runner active pids=[70397, 70398, 70399]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:55:18-0700] runner active pids=[70397, 70398, 70399]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:56:18-0700] runner active pids=[70397, 70398, 70399]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:57:18-0700] runner active pids=[70397, 70398, 70399]; freshness=4s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:58:18-0700] runner active pids=[70397, 70398, 70399]; freshness=3s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T16:59:18-0700] runner active pids=[70397, 70398, 70399]; freshness=3s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:00:18-0700] runner active pids=[70397, 70398, 70399]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:01:18-0700] runner active pids=[70397, 70398, 70399]; freshness=8s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:02:18-0700] runner active pids=[70397, 70398, 70399]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:03:18-0700] runner active pids=[70397, 70398, 70399]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:04:19-0700] runner active pids=[70397, 70398, 70399]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:05:19-0700] runner active pids=[70397, 70398, 70399]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:06:19-0700] runner active pids=[70397, 70398, 70399]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:07:19-0700] runner active pids=[70397, 70398, 70399]; freshness=3s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:08:19-0700] runner active pids=[70397, 70398, 70399]; freshness=3s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:09:19-0700] runner active pids=[70397, 70398, 70399]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:10:19-0700] runner active pids=[70397, 70398, 70399]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:11:19-0700] runner active pids=[70397, 70398, 70399]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:12:19-0700] runner active pids=[70397, 70398, 70399]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:13:20-0700] runner active pids=[70397, 70398, 70399]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:14:20-0700] runner active pids=[70397, 70398, 70399]; freshness=3s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:15:20-0700] runner active pids=[70397, 70398, 70399]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:16:20-0700] runner active pids=[70397, 70398, 70399]; freshness=46s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:17:20-0700] runner active pids=[70397, 70398, 70399]; freshness=106s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:18:20-0700] runner active pids=[70397, 70398, 70399]; freshness=166s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:19:20-0700] runner active pids=[70397, 70398, 70399]; freshness=226s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:20:20-0700] runner active pids=[70397, 70398, 70399]; freshness=286s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:21:20-0700] runner active pids=[70397, 70398, 70399]; freshness=346s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:22:21-0700] runner active pids=[70397, 70398, 70399]; freshness=407s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:23:21-0700] runner active pids=[70397, 70398, 70399]; freshness=467s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:24:21-0700] runner active pids=[70397, 70398, 70399]; freshness=527s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:25:21-0700] runner active pids=[70397, 70398, 70399]; freshness=587s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:26:21-0700] stale runner detected age=647s pids=[70397, 70398, 70399]; terminating and resuming
[2026-07-03T17:26:27-0700] launched resume session=gitlab_alloc_resume_ast_budget160_rep0_60 job=gitlab_strong_allocation_spruce_fast_budget160_rep0 next_t=60 merged=/Users/sanjay/projects/BerkeleyProjects/Research/IanWaudbySmith/coldStartPrompts/results/gitlab_strong_arm/allocation_160_generic12_oracle_fast/logs/gitlab_strong_allocation_spruce_fast_budget160_rep0_trial0_2026-07-03T22-39-51Z_MERGED_SO_FAR.jsonl
[2026-07-03T17:27:27-0700] runner active pids=[77794, 77795, 77796]; freshness=6s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:28:27-0700] runner active pids=[77794, 77795, 77796]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:29:27-0700] runner active pids=[77794, 77795, 77796]; freshness=5s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:30:27-0700] runner active pids=[77794, 77795, 77796]; freshness=13s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:31:27-0700] runner active pids=[77794, 77795, 77796]; freshness=9s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:32:27-0700] runner active pids=[77794, 77795, 77796]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:33:27-0700] runner active pids=[77794, 77795, 77796]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:34:27-0700] runner active pids=[77794, 77795, 77796]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:35:28-0700] runner active pids=[77794, 77795, 77796]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:36:28-0700] runner active pids=[77794, 77795, 77796]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:37:28-0700] runner active pids=[77794, 77795, 77796]; freshness=7s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:38:28-0700] runner active pids=[77794, 77795, 77796]; freshness=3s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:39:28-0700] runner active pids=[77794, 77795, 77796]; freshness=7s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:40:28-0700] runner active pids=[77794, 77795, 77796]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:41:28-0700] runner active pids=[77794, 77795, 77796]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:42:28-0700] runner active pids=[77794, 77795, 77796]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:43:28-0700] runner active pids=[77794, 77795, 77796]; freshness=8s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:44:29-0700] runner active pids=[77794, 77795, 77796]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:45:29-0700] runner active pids=[77794, 77795, 77796]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:46:29-0700] runner active pids=[77794, 77795, 77796]; freshness=4s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:47:29-0700] runner active pids=[77794, 77795, 77796]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:48:29-0700] runner active pids=[77794, 77795, 77796]; freshness=8s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:49:29-0700] runner active pids=[77794, 77795, 77796]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:50:29-0700] runner active pids=[77794, 77795, 77796]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:51:29-0700] runner active pids=[77794, 77795, 77796]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:52:29-0700] runner active pids=[77794, 77795, 77796]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:53:30-0700] runner active pids=[77794, 77795, 77796]; freshness=3s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:54:30-0700] runner active pids=[77794, 77795, 77796]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:55:30-0700] runner active pids=[77794, 77795, 77796]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:56:30-0700] runner active pids=[77794, 77795, 77796]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:57:30-0700] runner active pids=[77794, 77795, 77796]; freshness=0s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:58:30-0700] runner active pids=[77794, 77795, 77796]; freshness=2s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T17:59:30-0700] runner active pids=[77794, 77795, 77796]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:00:30-0700] runner active pids=[77794, 77795, 77796]; freshness=3s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:01:30-0700] runner active pids=[77794, 77795, 77796]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:02:31-0700] runner active pids=[77794, 77795, 77796]; freshness=1s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:03:31-0700] runner active pids=[77794, 77795, 77796]; freshness=8s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:04:31-0700] runner active pids=[77794, 77795, 77796]; freshness=7s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:05:31-0700] runner active pids=[77794, 77795, 77796]; freshness=8s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:06:31-0700] runner active pids=[77794, 77795, 77796]; freshness=14s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:07:31-0700] runner active pids=[77794, 77795, 77796]; freshness=74s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:08:31-0700] runner active pids=[77794, 77795, 77796]; freshness=134s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:09:31-0700] runner active pids=[77794, 77795, 77796]; freshness=194s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:10:32-0700] runner active pids=[77794, 77795, 77796]; freshness=254s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:11:32-0700] runner active pids=[77794, 77795, 77796]; freshness=315s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
[2026-07-03T18:12:32-0700] runner active pids=[77794, 77795, 77796]; freshness=375s; completed=1/2; current=gitlab_strong_allocation_spruce_fast_budget160_rep0
